Title,Year,DOI
Inference-Enabled Information-Theoretic Exploration of Continuous Action Spaces,2018,10.1007/978-3-319-60916-4_24
Discovering action primitive granularity from human motion for human-robot collaboration,2017,
Toward autonomous car driving by a humanoid robot: A sensor-based framework,2015,10.1109/HUMANOIDS.2014.7041400
Active Model Learning and Diverse Action Sampling for Task and Motion Planning,2018,10.1109/IROS.2018.8594027
Local contextual trajectory estimation with demonstration for assisting mobile robot teleoperation,2017,10.1109/ECMR.2017.8098654
Planning for Manipulation of Interlinked Deformable Linear Objects with Applications to Aircraft Assembly,2018,10.1109/TASE.2018.2811626
A learned soccer goalkeeper Petri net model,2017,10.1109/RIOS.2017.7956451
Towards language-based verification of robot behaviors,2011,10.1109/IROS.2011.6048677
Vector based control routines for swarms of path finding robotic devices,2020,10.5220/0009780802720283
Inferring robot actions from verbal commands using shallow semantic parsing,2019,
Learning of object manipulation operations from continuous multimodal input,2011,10.1109/Humanoids.2011.6100880
Language for learning complex human-object interactions,2013,10.1109/ICRA.2013.6631291
Extracting and generalizing primitive actions from sparse demonstration,2011,10.1109/Humanoids.2011.6100868
Concurrent task programming of robotic agents in TeleoR,2017,
One-shot learning of multi-step tasks from observation via activity localization in auxiliary video,2019,10.1109/ICRA.2019.8793515
Extraction of human behavior from human activity monitoring data using MEMS sensors,2011,10.1109/RIISS.2011.5945784
"Motion design for autonomous mobile manipulator based on programming style ""action primitive""",2000,10.1109/IECON.2000.973183
Learning turn and travel actions with an uninterpreted sensorimotor apparatus,1991,
Solving hybrid control problems: level sets and behavioral programming,2000,
"Modelling, analysis and execution of multi-robot tasks using Petri nets",2008,
Topological maps for visual navigation?,1999,10.1007/3-540-49256-9_2
ROBOT PROGRAMMING ASSISTANT: A NEW APPROACH TO ASSEMBLY ROBOT PROGRAMMING.,1983,
Task learning using graphical programming and human demonstrations,2006,10.1109/ROMAN.2006.314466
Task planning in an uncertain world,1991,
Sensor robotics in the national bureau of standards,1983,10.1117/12.934079
Using hierarchical binary Petri nets to build robust mobile robot applications: RoboGraph,2008,10.1109/ROBOT.2008.4543394
Manipulation and Propagation of Uncertainty and Verification of Applicability of Actions in Assembly Tasks,1992,10.1109/21.199463
Randomization for robot tasks: Using dynamic programming in the space of knowledge states,1993,10.1007/BF01891842
LISP-BASED ROBOT CONTROL SYSTEM.,1984,
Robotic task planning: Independent of agents but dependent on time,1989,
Simplifying diagrammatic representation of crisp and fuzzy Teleo-Reactive semantic circuitry for application in robotic agent task control,1998,
A parallel distributed control architecture for multiple robot systems using a network of microcomputers,1994,10.1016/0360-8352(94)90238-0
Learning a Set of Primitive Actions with an Uninterpreted Sensorimotor Apparatus,1991,10.1016/B978-1-55860-200-7.50070-2
Taxonomy of Atomic Actions for Home-Service Robots,2005,10.20965/jaciii.2005.p0114
Programming of robots for assembly tasks by automatically generated primitive action networks; [Roboterprogrammierung für Montageaufgaben Durch Automatisch Generierte Aktionsprimitivnetze],2008,
Integrating true concurrency into the robot programming language GOLOG,1999,10.1109/SCCC.1999.810185
Achieving Goals Through Interaction with Sensors and Actuators,1992,10.1109/IROS.1992.594500
Behavioural cloning in control of a dynamic system,1995,
Task Execution: Interfacing to Reactive Skill Networks,1995,
Becoming Knowingly Interactive with Sensors and Actuators,1992,
GOLEX m bridging the gap between logic (GOLOG) and a real robot,1998,10.1007/BFb0095437
"Knowledge, execution, and what sufficiently describes sensors and actuators",1993,
Sensory Interactive Robots,1981,10.1016/S0007-8506(07)60167-X
Propositional logic applied to execution control,1992,10.1109/IROS.1992.587357
Vision-based reinforcement learning for purposive behavior acquisition,1995,
Building symbolic primitives with continuous control routines,1992,10.1016/b978-0-08-049944-4.50013-6
Using stochastic grammars to learn robotic tasks,1995,
What robots can do: Robot programs and effective achievability,1998,10.1016/s0004-3702(98)00041-1
A deductive solution for plan generation,1986,10.1007/BF03037438
AN EXPERIMENT IN ROBOT TOOL USING,1970,
Ethological modeling and architecture for an entertainment robot,2001,10.1109/ROBOT.2001.932592
Designing strategy and implementation of mobile manipulator control system for opening door,1996,
Planning and Plan Recognition,1988,10.1002/j.1538-7305.1988.tb00231.x
A method to define agricultural robot behaviours,2004,
