title,authors,year,journal,doi,abstract,keywords
Path-finding in dynamic environments with PDDL-planners,"Estivill-Castro, V; Ferrer-Mestres, J",2013,2013 16TH INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS (ICAR),,,
Smart interface development for Sensor Data Analytics in Internet of Robotic things,"Mahakalkar, N; Pethe, R; Kimmatkar, KM; Tiwari, HD",2019,PROCEEDINGS OF THE 2019 INTERNATIONAL CONFERENCE ON INTELLIGENT COMPUTING AND CONTROL SYSTEMS (ICCS),,,
Planning-driven Behavior Selection Network for Controlling a Humanoid Robot,"Chae, YJ; Cho, SB",2014,PROCEEDINGS OF THE 2014 INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS (IJCNN),,,
PROMETHEUS DATABASE: A MULTIMODAL CORPUS FOR RESEARCH ON MODELING AND INTERPRETING HUMAN BEHAVIOR,"Ntalampiras, S; Arsic, D; Störmer, A; Ganchev, T; Potamitis, I; Fakotakis, N",2009,"2009 16TH INTERNATIONAL CONFERENCE ON DIGITAL SIGNAL PROCESSING, VOLS 1 AND 2",,,
A behaviour-based approach to robotic grasp formulation: experimental evaluation in a food product handling application.,"Neal, MJ; Rowland, JJ; Lee, MH",1997,"1997 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION - PROCEEDINGS, VOLS 1-4",,,
Behavior-Based Switch-Time MPC for Mobile Robots,"Droge, G; Kingston, P; Egerstedt, M",2012,2012 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
A foremost-policy reinforcement learning based ART2 neural network and its learning algorithm,"Fan, J; Wu, GF",2005,"ADVANCES IN NEURAL NETWORKS - ISNN 2005, PT 1, PROCEEDINGS",,,
An experimental study of the autonomous helicopter landing problem,"Saripalli, S; Sukhatme, GS; Montgomery, JF",2003,EXPERIMENTAL ROBOTICS VIII,,,
Cleaning Behavior Estimation for Self-Supported Cognitive Rehabilitation System,"Kojima, H; Kitano, M; Yokota, K; Ooi, S; Sano, M",2018,2018 IEEE INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE IN ENGINEERING AND TECHNOLOGY (IICAIET),,,
Hand It Over or Set It Down: A User Study of Object Delivery with an Assistive Mobile Manipulator,"Choi, YS; Chen, T; Jain, A; Anderson, C; Glass, JD; Kemp, CC",2009,"RO-MAN 2009: THE 18TH IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION, VOLS 1 AND 2",,,
Layered Framework For Formation Control of Multiple Mobile Robots - A State Based Approach,"Chetty, RMK; Singaperumal, M; Nagarajan, T",2009,"2008 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND BIOMIMETICS, VOLS 1-4",,,
Dynamic decision making with an objective function based on fuzzy preferences,"Yoshida, Y; Yasuda, M; Nakagami, J; Kurano, M; Kumamoto, S",2004,"2004 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS, VOLS 1-3, PROCEEDINGS",,,
Control of nonholonomic mobile manipulators for cooperative object transportation,"Sayyaadi, H; Babaee, M",2014,SCIENTIA IRANICA,,,
Remixing Playware,"Lund, HH; Marti, P; Tittarelli, M",2014,2014 23RD IEEE INTERNATIONAL SYMPOSIUM ON ROBOT AND HUMAN INTERACTIVE COMMUNICATION (IEEE RO-MAN),,,
Behavior-based neuro-fuzzy controller for mobile robot navigation,"Rusu, P; Petriu, EM; Whalen, TE; Cornell, A; Spoelder, HJW",2002,"IMTC 2002: PROCEEDINGS OF THE 19TH IEEE INSTRUMENTATION AND MEASUREMENT TECHNOLOGY CONFERENCE, VOLS 1 & 2",,,
Behavior Based Rescue Robot Audio Navigation and Obstacle Avoidance,"Liu, ZJ; Li, GY; Yang, P; Liu, F; Chen, C",2012,PROCEEDINGS OF THE 31ST CHINESE CONTROL CONFERENCE,,,
MULTI-AGENT COVERAGE PLANNING FOR AGRICULTURAL SOIL AND CROP MONITORING,"Jogeshwar, BK; Sevil, HE; Haghshenas-Jaryani, M",2025,"PROCEEDINGS OF ASME 2025 INTERNATIONAL MECHANICAL ENGINEERING CONGRESS AND EXPOSITION, IMECE2025, VOL 5",,,
Driving Decision and Control for Automated Lane Change Behavior based on Deep Reinforcement Learning,"Shi, Ty; Wang, P; Cheng, XX; Chan, CY; Huang, D",2019,2019 IEEE INTELLIGENT TRANSPORTATION SYSTEMS CONFERENCE (ITSC),,,
SUPERVISORY CONTROL OF FUZZY DISCRETE EVENT SYSTEMS AND ITS APPLICATION TO MOBILE ROBOT NAVIGATION,"Jayasiri, A; Mann, GKI; Gosine, RG",2009,"2009 IEEE 22ND CANADIAN CONFERENCE ON ELECTRICAL AND COMPUTER ENGINEERING, VOLS 1 AND 2",,,
The null-space-based behavioral control for soccer-playing mobile robots,"Antonelli, G; Arrichiello, F; Chiaverini, S",2005,"2005 IEEE/ASME INTERNATIONAL CONFERENCE ON ADVANCED INTELLIGENT MECHATRONICS, VOLS 1 AND 2",,,
A Behavioural Control Strategy of Human-Human Interaction in an Object Transfer Task,"Neranon, P; Bicker, R",2014,2014 UKACC INTERNATIONAL CONFERENCE ON CONTROL (CONTROL),,,
Incorporating user feedback for handling ambiguity in robot natural language interfaces,"Wang, F; Yang, SX; Jusoh, S",2006,DYNAMICS OF CONTINUOUS DISCRETE AND IMPULSIVE SYSTEMS-SERIES B-APPLICATIONS & ALGORITHMS,,,
A Model for Synthesizing a Combined Verbal and NonVerbal Behavior Based on Personality Traits in Human-Robot Interaction,"Aly, A; Tapus, A",2013,PROCEEDINGS OF THE 8TH ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN-ROBOT INTERACTION (HRI 2013),,,
Behavior-based learning fuzzy rules for mobile robots,"Thongchai, S",2002,"PROCEEDINGS OF THE 2002 AMERICAN CONTROL CONFERENCE, VOLS 1-6",,,
Reinforcement learning for a vision based mobile robot,"Gaskett, C; Fletcher, L; Zelinsky, A",2000,"2000 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS 2000), VOLS 1-3, PROCEEDINGS",,,
Behavior-based search using small autonomous mobile robot vehicles,"Loh, J; Heng, J; Seet, G; Sim, SK",1998,"1998 SECOND INTERNATIONAL CONFERENCE ON KNOWLEDGE-BASED INTELLIGENT ELECTRONIC SYSTEMS, KES '98, PROCEEDINGS, VOL, 3",,,
Automatic Verification of Autonomous Robot Missions,"O'Brien, M; Arkin, RC; Harrington, D; Lyons, D; Jiang, S",2014,"SIMULATION, MODELING, AND PROGRAMMING FOR AUTONOMOUS ROBOTS (SIMPAR 2014)",,,
Animats: Computer-simulated animals in behavioral research,"Watts, JM",1998,JOURNAL OF ANIMAL SCIENCE,,,
SONAR-BASED BEHAVIORS FOR A BEHAVIOR-BASED MOBILE ROBOT,"KWEON, IS; KUNO, Y; WATANABE, M; ONOGUCHI, K",1993,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,,,
Behavior Based Water Depth Estimation for Diver Type Small Humanoid Robot,"Oya, H; Suzuki, K",2009,PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON AUTONOMOUS ROBOTS AND AGENTS,,,
Mobility planning for autonomous navigation multiple robots in unstructured environments,"Hebert, M; Stentz, A; Thorpe, C",1998,JOINT CONFERENCE ON THE SCIENCE AND TECHNOLOGY OF INTELLIGENT SYSTEMS,,,
Vision-based behavior control of autonomous systems by fuzzy reasoning,"Li, W; Wahl, FM; Zhou, JZZ; Wang, H; He, KZZ",1999,SENSOR BASED INTELLIGENT ROBOTS,,,
Role of the cerebellum in time-critical goal-oriented behaviour: Anatomical basis and control principle,"Bugmann, G",2001,EMERGENT NEURAL COMPUTATIONAL ARCHITECTURES BASED ON NEUROSCIENCE: TOWARDS NEUROSCIENCE-INSPIRED COMPUTING,,,
The chemosensory system of Caenorhabditis elegans and other nematodes,"O'Halloran, DM; Fitzpatrick, DA; Burnell, AM",2006,CHEMICAL ECOLOGY: FROM GENE TO ECOSYSTEM,,,
Using hierarchical fuzzy behaviors in the RoboCup domain,"Saffiotti, A; Wasik, Z",2003,AUTONOMOUS ROBOTIC SYSTEMS: SOFT COMPUTING AND HARD COMPUTING METHODOLOGIES AND APPLICATIONS,,,
An object-oriented implementation of behavior-based control architecture,"Jeon, YH; Park, JM; Song, IS; Cho, YJ; Oh, SR",1996,"1996 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, PROCEEDINGS, VOLS 1-4",,,
A behaviour-based architecture to control an autonomous mobile robot,"TIECHE, F; FACCHINETTI, C; HUGLI, H",1995,INTELLIGENT AUTONOMOUS SYSTEMS - IAS-4,,,
Evaluation of a Digital Grand Piano for Vibrotactile Feedback Experiments and Impact of Finger Touch on Piano Key Vibrations,"Flückiger, M; Grosshauser, T; Tröster, G",2018,2018 IEEE HAPTICS SYMPOSIUM (HAPTICS),,,
A tale of two behaviour-based robots: Mindstorms vs technic,"Saudi, A; Hallam, B",2004,"TENCON 2004 - 2004 IEEE REGION 10 CONFERENCE, VOLS A-D, PROCEEDINGS: ANALOG AND DIGITAL TECHNIQUES IN ELECTRICAL ENGINEERING",,,
Behavior-based gait execution for the Dante II walking robot,"WETTERGREEN, D; PANGELS, H; BARES, J",1995,"IROS '95 - 1995 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS: HUMAN ROBOT INTERACTION AND COOPERATIVE ROBOTS, PROCEEDINGS, VOL 3",,,
Communication between behavior-based robots with emotion model and humans,"Ogata, T; Sugano, S",1998,"1998 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN, AND CYBERNETICS, VOLS 1-5",,,
Decision-Behavior based Online Shopping,"Lin, GQ; Miao, Y; Liu, SY",2018,"2018 15TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS AND VISION (ICARCV)",,,
A behavior architecture for autonomous mobile robots based on potential fields,"Lane, T; Röfer, T",2005,ROBOCUP 2004: ROBOT SOCCER WORLD CUP VIII,,,
ALIGNMENT AS BIOLOGICAL INSPIRATION FOR CONTROL OF MULTI AGENT SYSTEMS,"Rastgoftar, H; Jayasuriya, S",2014,"7TH ANNUAL DYNAMIC SYSTEMS AND CONTROL CONFERENCE, 2014, VOL 1",,,
A multiple robot system for cooperative object transportation with various requirements on task performing,"Wang, ZD; Ahmadabadi, MN; Nakano, E; Takahashi, T",1999,"ICRA '99: IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-4, PROCEEDINGS",,,
Behavior-based Autonomous Cooperative Control of Intelligent Mobile Robot Systems with Embedded Petri Nets,"Yasuda, G",2014,2014 JOINT 7TH INTERNATIONAL CONFERENCE ON SOFT COMPUTING AND INTELLIGENT SYSTEMS (SCIS) AND 15TH INTERNATIONAL SYMPOSIUM ON ADVANCED INTELLIGENT SYSTEMS (ISIS),,,
Fuzzy reinforcement learning and its application in robot navigation,"Duan, Y; Xu, XH",2005,"Proceedings of 2005 International Conference on Machine Learning and Cybernetics, Vols 1-9",,,
"Associativity, adaptivity and behavior aspects in modeling for manufacturing related robot systems","Horváth, L; Rudas, IJ",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-4",,,
Biomimetic Behaviour Based Underwater Control,"Piperidis, S; Tsourveloudis, NC",2014,2014 22ND MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),,,
Human Body Contour Data Based Activity Recognition,"Myagmarbayar, N; Yuki, Y; Imamoglu, N; Gonzalez, J; Otake, M; Yu, WW",2013,2013 35TH ANNUAL INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY (EMBC),,,
A BEHAVIOR-BASED CONTROL-SYSTEM APPLIED OVER MULTIROBOT SYSTEM,"TAIPALE, T; HIRAI, S",1993,"IROS 93 : PROCEEDINGS OF THE 1993 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOL 1-3",,,
Behaviour-based cooperation between two mobile manipulators,"Sequeira, J; Ribeiro, MI",2000,INTEGRATED COMPUTER-AIDED ENGINEERING,,,
Robotic Application of Mechatronics,"Li, H; Yang, SX",2008,"MECHATRONIC SYSTEMS: DEVICES, DESIGN, CONTROL, OPERATION AND MONITORING",,,
Developing a control architecture for multiple unmanned aerial vehicles to search and localize RF time-varying mobile targets: Part I,"Pack, DJ; York, GWP",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-4",,,
Behavior selection architecture for tangible agent,"Kim, KJ; Cho, SB; Oh, SR",2003,"2003 IEEE INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION, VOLS I-III, PROCEEDINGS",,,
A REAL-TIME REACTIVE MODEL OF CONTROL OF AN AUTONOMOUS MOBILE ROBOT,"SOWMYA, A",1992,ALGORITHMS AND ARCHITECTURES FOR REAL-TIME CONTROL,,,
A behavior-based visual servoing control law,"Marey, M; Chaumette, F",2008,INTELLIGENT SYSTEMS AND AUTOMATION,,,
AUTOMATIC PROGRAMMING OF BEHAVIOR-BASED ROBOTS USING REINFORCEMENT LEARNING,"MAHADEVAN, S; CONNELL, J",1991,"PROCEEDINGS : NINTH NATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE, VOLS 1 AND 2",,,
The interplay of analogy-making with active vision and motor control in anticipatory robots,"Kiryazov, K; Petkov, G; Grinberg, M; Kokinov, B; Balkenius, C",2007,ANTICIPATORY BEHAVIOR IN ADAPTIVE LEARNING SYSTEMS: FROM BRAINS TO INDIVIDUAL AND SOCIAL BEHAVIOR,,,
Two arms are better than one: A Behavior based control system for assistive bimanual manipulation,"Edsinger, A; Kemp, CC",2008,RECENT PROGRESS IN ROBOTICS: VIABLE ROBOTIC SERVICE TO HUMAN,,,
BBPRM: A Behavior-Based Probabilistic Roadmap Method,"Simonin, É; Diard, J",2008,"2008 IEEE INTERNATIONAL CONFERENCE ON SYSTEMS, MAN AND CYBERNETICS (SMC), VOLS 1-6",,,
Recognition behavior based problems in species conservation,"Reed, JM",2004,ANNALES ZOOLOGICI FENNICI,,,
A Micro-Aerial Platform for Vessel Visual Inspection based on Supervised Autonomy,"Bonnin-Pascual, F; Ortiz, A; Garcia-Fidalgo, E; Company, JP",2015,2015 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,,
Searching for Novel Regression Functions,"Martínez, Y; Naredo, E; Trujillo, L; Galván-López, E",2013,2013 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC),,,
Decision theoretic task coordination for a visually-guided interactive mobile robot,"Elinas, P; Little, JJ",2007,"2007 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-9",,,
Sliding Mode Based Behavior Control,"Yannier, S; Sabanovic, A; Onat, A; Bastan, M",2005,"PROCEEDINGS OF WORLD ACADEMY OF SCIENCE, ENGINEERING AND TECHNOLOGY, VOL 3",,,
BEHAVIOR-BASED INTENTION INFERENCE FOR INTELLIGENT ROBOTS COOPERATING WITH HUMAN,"INAGAKI, Y; SUGIE, H; AISU, H; ONO, S; UNEMI, T",1995,"PROCEEDINGS OF 1995 IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS, VOLS I-IV",,,
Study of Robot Soccer Decision-Making System with Two-layer,"Yang, GY",2008,"PROCEEDINGS OF THE SECOND INTERNATIONAL SYMPOSIUM ON TEST AUTOMATION & INSTRUMENTATION, VOLS 1-2",,,
Implementation of multi-valued fuzzy behavior control for robot navigation in cluttered environments,"Selekwa, MF; Dunlap, DD; Collins, EG Jr",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA), VOLS 1-4",,,
Inverse Reinforcement Learning via Nonparametric Spatio-Temporal Subgoal Modeling,"Sosic, A; Zoubir, AM; Rueckert, E; Peters, J; Koeppl, H",2018,JOURNAL OF MACHINE LEARNING RESEARCH,,,
Behavior-Based Hierarchical Fuzzy Control for Mobile Robot Navigation in Dynamic Environment,"Wang, DS; Zhang, YS; Si, WJ",2011,"2011 CHINESE CONTROL AND DECISION CONFERENCE, VOLS 1-6",,,
Navigation of a mobile robot using behavior network with Bayesian inference,"Min, HJ",2005,"2005 IEEE INTERNATIONAL CONFERENCE ON MECHATRONICS AND AUTOMATIONS, VOLS 1-4, CONFERENCE PROCEEDINGS",,,
Impedance control as merging mechanism for a behaviour-based architecture,"Beccari, G; Stramigioli, S",1998,"1998 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-4",,,
A Travelling Control of Mobile Robot Based on Sonar Sensors,"Shim, BK; Yang, JS; Kim, EG; Jeong, YK; Won, JB; Han, SH",2015,"2015 15TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS (ICCAS)",,,
Emotional head robot with behavior decision model and face recognition,"Ahn, HS; Kim, PJ; Choi, JH; Bin Mansoor, S; Kang, WS; Yoon, SM; Na, JH; Baek, YM; Chang, HJ; Song, DS; Choi, JY; Ko, HS",2007,"2007 INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION AND SYSTEMS, VOLS 1-6",,,
"The New AI: Behavior-Based Robotics, Autonomous Agents, and Artificial Evolution","Johnston, J",2008,"ALLURE OF MACHINIC LIFE: CYBERNETICS, ARTIFICIAL LIFE, AND THE NEW AI",,,
A virtual target approach for resolving the limit cycle problem in navigation of a fuzzy behaviour-based mobile robot,"Xu, WL; Tso, SK; Lu, ZK",1998,"1998 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS - PROCEEDINGS, VOLS 1-3: INNOVATIONS IN THEORY, PRACTICE AND APPLICATIONS",,,
Biology inspired robot behavior selection mechanism: Using genetic algorithm,"Wang, YP; Li, S; Chen, QW; Hu, WL",2007,BIO-INSPIRED COMPUTATIONAL INTELLIGENCE AND APPLICATIONS,,,
Place Characterization for Navigation via Behaviour Merging for an Autonomous Mobile Robot,"Poncela, A; Urdiales, C; Fernández-Espejo, B; Sandoval, F",2008,"2008 IEEE MEDITERRANEAN ELECTROTECHNICAL CONFERENCE, VOLS 1 AND 2",,,
Emergent construction of immune networks for autonomous mobile robots through the metadynamics function,"Ishiguro, A; Shirai, Y; Watanabe, Y; Uchikawa, Y",1997,FOURTH EUROPEAN CONFERENCE ON ARTIFICIAL LIFE,,,
Surprise-driven Acquisition of Visual Object Representations for Cognitive Mobile Robots,"Maier, W; Steinbach, E",2011,2011 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION (ICRA),,,
Coupled behaviors in the reactive control of cooperating mobile robots,"GhaneaHercock, R; Barnes, DP",1996,ADVANCED ROBOTICS,,,
Towards stealthy behaviors,"Birgersson, E; Howard, A; Sukhatme, GS",2003,"IROS 2003: PROCEEDINGS OF THE 2003 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,
Approximate Filippov-based Switching for Behavior-based Trajectory Tracking,"Jacobson, R; Droge, G",2021,2021 AMERICAN CONTROL CONFERENCE (ACC),,,
Swarm of Robots Flocking via the Null-Space-based Behavioral Control,"Antonelli, G; Arrichiello, F; Chiaverini, S",2009,"2009 IEEE INTERNATIONAL CONFERENCE ON AUTOMATION AND LOGISTICS ( ICAL 2009), VOLS 1-3",,,
Behaviour-Based Web Spambot Detection by Utilising Action Time and Action Frequency,"Hayati, P; Chai, K; Potdar, V; Talevski, A",2010,"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2010, PT 2, PROCEEDINGS",,,
Autonomous and cooperative robotic behavior based on fuzzy logic and genetic programming,"Smith, JF; Nguyen, TH",2007,INTEGRATED COMPUTER-AIDED ENGINEERING,,,
A remote distributed neural controller biologically inspired for control of robotics systems,"Guerrero-González, A; Pedreno-Molina, JL; Pinzolas-Prado, M; López-Coronado, J; García-Córdova, F",2002,CLIMBING AND WALKING ROBOTS,,,
Implementing a layered control architecture on an open framed AUV,"Nolan, S; Molnar, L; Toal, D; Flanagan, C",2003,GUIDANCE AND CONTROL OF UNDERWATER VEHICLES 2003,,,
Emergent behavior based on disparity of individual capability,"Iio, T; Tanev, I; Shimohara, K",2007,"PROCEEDINGS OF SICE ANNUAL CONFERENCE, VOLS 1-8",,,
Study on the 3D Printed Robotic Fish with Autonomous Obstacle Avoidance Behavior Based on the Adaptive Neuro-fuzzy Control,"Deng, X; Jiang, DL; Wang, J; Li, MX; Chen, QS",2015,IECON 2015 - 41ST ANNUAL CONFERENCE OF THE IEEE INDUSTRIAL ELECTRONICS SOCIETY,,,
Acquisition of Stationary Behavior Based on Multiagent Enforced SubPopulations,"Kato, J; Hosokawa, S; Nakano, K",2012,PROCEEDINGS OF THE SEVENTEENTH INTERNATIONAL SYMPOSIUM ON ARTIFICIAL LIFE AND ROBOTICS (AROB 17TH '12),,,
Optimization of source identification algorithm derived from moth-inspired plume tracing strategies,"Li, W; Sutton, JE",2007,2007 INTERNATIONAL SYMPOSIUM ON COMPUTATIONAL INTELLIGENCE IN ROBOTICS AND AUTOMATION,,,
Modeling and controlling of group behavior based on self-organizing principle,"Sekiyama, K; Fukuda, T",1996,"1996 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, PROCEEDINGS, VOLS 1-4",,,
THE USC AUTONOMOUS FLYING VEHICLE - AN EXPERIMENT IN REAL-TIME BEHAVIOR-BASED CONTROL,"LEWIS, MA; FAGG, AH; BEKEY, GA",1993,"PROCEEDINGS : IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION, VOLS 1-3",,,
Evolutionary robotics: From behaviorism to embodied cognition,"Sofge, DA; Potter, MA; Schultz, AC",2003,"CCCT 2003, VOL 3, PROCEEDINGS",,,
Learning to coordinate behaviors in soft behavior-based systems using reinforcement learning,"Azar, MG; Ahmadabadi, MN; Farahmand, AM; Araabi, BN",2006,"2006 IEEE INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORK PROCEEDINGS, VOLS 1-10",,,
REINFORCEMENT LEARNING OF GOAL-DIRECTED OBSTACLE-AVOIDING REACTION STRATEGIES IN AN AUTONOMOUS MOBILE ROBOT,"MILLAN, JD",1995,ROBOTICS AND AUTONOMOUS SYSTEMS,,,
Adaptive fuzzy-behavior hierarchy for autonomous navigation,"Tunstel, E; Danny, H; Lippincott, T; Jamshidi, M",1997,"1997 IEEE INTERNATIONAL CONFERENCE ON ROBOTICS AND AUTOMATION - PROCEEDINGS, VOLS 1-4",,,
A BIO-INSPIRED BEHAVIOR BASED BIPEDAL LOCOMOTION CONTROL-B4LC METHOD FOR BIPEDAL UPSLOPE WALKING,"Zhao, J; Liu, Q; Schuetz, S; Berns, K",2016,ASSISTIVE ROBOTICS,,,
Tactical Modularity in Cognitive Systems,"Angulo, C; Téllez, RA; Pardo, DE",2007,ARTIFICIAL INTELLIGENCE RESEARCH AND DEVELOPMENT,,,
Real-time navigation for a mobile robot based on the autonomous behavior agent,"Xu, L; Zhang, LG; Chen, YZ",2007,"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2007, PT 3, PROCEEDINGS",,,
Making Simulated Faces Come Alive,"Sagar, M",2016,ELEVENTH ACM/IEEE INTERNATIONAL CONFERENCE ON HUMAN ROBOT INTERACTION (HRI'16),,,
Cooperative behavior based on a subjective map with shared information in a dynamic environment,"Mitsunaga, N; Izumi, T; Asada, M",2003,"IROS 2003: PROCEEDINGS OF THE 2003 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,
Robot behavior adaptation for formation maintenance,"López-Sánchez, M",2006,"ICINCO 2006: PROCEEDINGS OF THE THIRD INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS: ROBOTICS AND AUTOMATION",,,
Behavioristic vision based control of robot manipulators,"Shahri, SH; Rastegar, F; Fouladi, K",2005,Proceedings of the Ninth IASTED International Conference on Artificial Intelligence and Soft Computing,,,
Detecting Wandering Behavior Based on GPS Traces for Elders with Dementia,"Lin, Q; Zhang, DQ; Huang, XD; Ni, HB; Zhou, XS",2012,"2012 12TH INTERNATIONAL CONFERENCE ON CONTROL, AUTOMATION, ROBOTICS & VISION (ICARCV)",,,
Control Architecture for Service Drone in Informationally Structured Environment,"Ghallabi, F; Kawamura, A; Pyo, Y; Tsuji, T; Kurazume, R",2015,2015 IEEE/SICE INTERNATIONAL SYMPOSIUM ON SYSTEM INTEGRATION (SII),,,
Null-space based control for human following and social field avoidance,"Herrera, D; Monllor, M; Santiago, D; Roberti, F; Carelli, R",2017,2017 XVII WORKSHOP ON INFORMATION PROCESSING AND CONTROL (RPIC),,,
A hierarchical framework for cooperative control of multiple bio-mimetic robotic fish,"Shao, JY; Yu, JZ; Fang, YM; Xie, GM; Wang, L",2005,"2005 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS, VOLS 1-4",,,
A BEHAVIOR-BASED LIBRARY FOR LOCOMOTION CONTROL OF KINEMATICALLY COMPLEX ROBOTS,"Langosz, M; Quack, L; Dettmann, A; Bartsch, S; Kirchner, F",2013,NATURE INSPIRED MOBILE ROBOTICS,,,
Control architecture design of mobile printer system based on multi-robot cooperation,"Lee, KH; Jung, MJ; Kim, JH",2001,CIC'2001: PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON COMMUNICATIONS IN COMPUTING,,,
A knowledge-based approach for object classification for robotic assembly,"Liang, HG; Jiang, CY; Huang, JN",1997,"1997 IEEE INTERNATIONAL CONFERENCE ON INTELLIGENT PROCESSING SYSTEMS, VOLS 1 & 2",,,
Behavior based Authentication Mechanism to Prevent Malicious Code Attacks in Windows,"Muthumanickam, K; Ilavarasan, E",2015,"2015 INTERNATIONAL CONFERENCE ON INNOVATIONS IN INFORMATION, EMBEDDED AND COMMUNICATION SYSTEMS (ICIIECS)",,,
Simulation of Ship Maneuvering Behavior Based on The Modular Mathematical Model,"Abdel-latif, S; Abdel-geliel, M; Zakzouk, EE",2013,2013 21ST MEDITERRANEAN CONFERENCE ON CONTROL AND AUTOMATION (MED),,,
Subsumption architecture for fluid-advected chemical plume tracing with soft obstacle avoidance,"Li, W; Carter, D",2006,"OCEANS 2006, VOLS 1-4",,,
Cooperative transport of extended payloads,"Bouloubasis, AK; McKee, GT",2005,2005 12TH INTERNATIONAL CONFERENCE ON ADVANCED ROBOTICS,,,
Behavior activity trace method - Application to dead locks detection in a mobile robot navigation,"Skrzypczyk, K",2007,"ICINCO 2007: PROCEEDINGS OF THE FOURTH INTERNATIONAL CONFERENCE ON INFORMATICS IN CONTROL, AUTOMATION AND ROBOTICS, VOL RA-2: ROBOTICS AND AUTOMATION, VOL 2",,,
Discovering several robot behaviors through speciation,"Trujillo, L; Olague, G; Lutton, E; de Vega, FF",2008,"APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS",,,
Back-propagation learning in real autonomous mobile robot using proximal and disrtal evaluation of behaviour,"Akita, H; Islam, M; Matumoto, T; Murase, K",2000,"IJCNN 2000: PROCEEDINGS OF THE IEEE-INNS-ENNS INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS, VOL VI",,,
"The Anticipation of Human Behavior Using ""Parasitic Humanoid""","Iizuka, H; Ando, H; Maeda, T",2009,"HUMAN-COMPUTER INTERACTION, PT III: AMBIENT, UBIQUITOUS AND INTELLIGENT INTERACTION",,,
