"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","DOI","Link"
"Kornuta T.; Winiarski T.; Zieliński C.","Kornuta, Tomasz (19337532100); Winiarski, Tomasz (15520277600); Zieliński, Cezary (7102986341)","19337532100; 15520277600; 7102986341","Specification of abstract robot skills in terms of control system behaviours","2015","Advances in Intelligent Systems and Computing","351","","","139","152","13","10.1007/978-3-319-15847-1_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924709974&doi=10.1007%2f978-3-319-15847-1_14&partnerID=40&md5=8b9fcce2baad9585799da785e2c27ae6"
"Berscheid L.; Meisner P.; Kroger T.","Berscheid, Lars (56400982100); Meisner, Pascal (54791113900); Kroger, Torsten (6602856602)","56400982100; 54791113900; 6602856602","Learning a Generative Transition Model for Uncertainty-Aware Robotic Manipulation","2021","IEEE International Conference on Intelligent Robots and Systems","","","","4670","4677","7","10.1109/IROS51168.2021.9636623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124338958&doi=10.1109%2fIROS51168.2021.9636623&partnerID=40&md5=ded716f809e7a34aa3d704381ef04052"
"Zhou X.; Zhang J.; Yang B.; Ma X.; Fu H.; Cai S.; Bao G.","Zhou, Xuanyi (57190885661); Zhang, Jianhua (57223713086); Yang, Bangchu (57966312500); Ma, Xiaolong (56942660000); Fu, Hao (58843900400); Cai, Shibo (55960159100); Bao, Guanjun (7103074542)","57190885661; 57223713086; 57966312500; 56942660000; 58843900400; 55960159100; 7103074542","A Semi-Autonomous Hierarchical Control Framework for Prosthetic Hands Inspired by Dual Streams of Human","2024","Biomimetics","9","1","62","","","","10.3390/biomimetics9010062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183172241&doi=10.3390%2fbiomimetics9010062&partnerID=40&md5=cb3c38d0b1dd14fed9a89d872b676506"
"Wang R.; Mao J.; Hsu J.; Zhao H.; Wu J.; Gao Y.","Wang, Renhao (57861420300); Mao, Jiayuan (57201377790); Hsu, Joy (57221148133); Zhao, Hang (57222479659); Wu, Jiajun (55553991400); Gao, Yang (57190133122)","57861420300; 57201377790; 57221148133; 57222479659; 55553991400; 57190133122","PROGRAMMATICALLY GROUNDED, COMPOSITIONALLY GENERALIZABLE ROBOTIC MANIPULATION","2023","11th International Conference on Learning Representations, ICLR 2023","","","","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164154987&partnerID=40&md5=8a937165ec84cb6e151278b7c555b282"
"Gupta M.; Sukhatme G.S.","Gupta, Megha (57199379666); Sukhatme, Gaurav S. (7003730870)","57199379666; 7003730870","Using manipulation primitives for brick sorting in clutter","2012","Proceedings - IEEE International Conference on Robotics and Automation","","","6224787","3883","3889","6","10.1109/ICRA.2012.6224787","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864483224&doi=10.1109%2fICRA.2012.6224787&partnerID=40&md5=a21e22628a74bf5b7adf17ebe0ee14d4"
"Kohler C.; Platt R.","Kohler, Colin (57218924623); Platt, Robert (7102023517)","57218924623; 7102023517","Visual Foresight with a Local Dynamics Model","2023","Springer Proceedings in Advanced Robotics","27 SPAR","","","67","82","15","10.1007/978-3-031-25555-7_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151062485&doi=10.1007%2f978-3-031-25555-7_6&partnerID=40&md5=bcd2914072eb6c2fc0a6170edad27ea2"
"Ma R.R.; Bircher W.G.; Dollar A.M.","Ma, Raymond R. (54791229500); Bircher, Walter G. (55873432700); Dollar, Aaron M. (8637648600)","54791229500; 55873432700; 8637648600","Toward robust, whole-hand caging manipulation with underactuated hands","2017","Proceedings - IEEE International Conference on Robotics and Automation","","","7989158","1336","1342","6","10.1109/ICRA.2017.7989158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028002514&doi=10.1109%2fICRA.2017.7989158&partnerID=40&md5=c00255de3801af2fa2d9fca6bf6e77e3"
"Weidauer I.; Kubus D.; Wahl F.M.","Weidauer, Ingo (35410733600); Kubus, Daniel (16550432300); Wahl, Friedrich M. (7006166774)","35410733600; 16550432300; 7006166774","A hierarchical extension of manipulation primitives and its integration into a robot control architecture","2014","Proceedings - IEEE International Conference on Robotics and Automation","","","6907653","5401","5407","6","10.1109/ICRA.2014.6907653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929192107&doi=10.1109%2fICRA.2014.6907653&partnerID=40&md5=0d14e15e441b92f27e5b674830b4bc70"
"Hogan F.R.; Ballester J.; Dong S.; Rodriguez A.","Hogan, Francois R. (56436160400); Ballester, Jose (57219435084); Dong, Siyuan (55990219900); Rodriguez, Alberto (57221838837)","56436160400; 57219435084; 55990219900; 57221838837","Tactile Dexterity: Manipulation Primitives with Tactile Feedback","2020","Proceedings - IEEE International Conference on Robotics and Automation","","","9196976","8863","8869","6","10.1109/ICRA40945.2020.9196976","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092691513&doi=10.1109%2fICRA40945.2020.9196976&partnerID=40&md5=eb3c1799aa5c074f6a853b1123a22f26"
"Kröger T.; Finkemeyer B.; Wahl F.M.","Kröger, Torsten (6602856602); Finkemeyer, Bernd (6507062124); Wahl, Friedrich M. (7006166774)","6602856602; 6507062124; 7006166774","Manipulation primitives — A universal interface between sensor-based motion control and robot programming","2011","Springer Tracts in Advanced Robotics","67","","","293","313","20","10.1007/978-3-642-16785-0_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030751980&doi=10.1007%2f978-3-642-16785-0_17&partnerID=40&md5=d8ba965efef7aa6765badb41b13e900e"
"Chavan-Dafie N.; Lee K.; Rodriguez A.","Chavan-Dafie, Nikhil (57205426128); Lee, Kyubin (57205426963); Rodriguez, Alberto (57221838837)","57205426128; 57205426963; 57221838837","Pneumatic shape-shifting fingers to reorient and grasp","2018","IEEE International Conference on Automation Science and Engineering","2018-August","","8560472","988","993","5","10.1109/COASE.2018.8560472","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059977033&doi=10.1109%2fCOASE.2018.8560472&partnerID=40&md5=912799c080b95ca3509bae8300ae3228"
"Suárez-Ruiz F.; Pham Q.-C.","Suárez-Ruiz, Francisco (55555932600); Pham, Quang-Cuong (22938689300)","55555932600; 22938689300","A framework for fine robotic assembly","2016","Proceedings - IEEE International Conference on Robotics and Automation","2016-June","","7487162","421","426","5","10.1109/ICRA.2016.7487162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977515798&doi=10.1109%2fICRA.2016.7487162&partnerID=40&md5=afca3d60f210e753ca113e6a7c0a9483"
"Moll M.; Goldberg K.; Erdmann M.A.; Fearing R.","Moll, Mark (15832207500); Goldberg, Ken (35453491100); Erdmann, Michael A. (7102615084); Fearing, Ron (7004262672)","15832207500; 35453491100; 7102615084; 7004262672","Orienting micro-scale parts with squeeze and roll primitives","2002","Proceedings - IEEE International Conference on Robotics and Automation","2","","","1931","1936","5","10.1109/ROBOT.2002.1014823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036055526&doi=10.1109%2fROBOT.2002.1014823&partnerID=40&md5=f23f9ddca252630f1c8bf9c80ef8593f"
"Vuong N.; Pham H.; Pham Q.-C.","Vuong, Nghia (55801566000); Pham, Hung (57195421787); Pham, Quang-Cuong (22938689300)","55801566000; 57195421787; 22938689300","Learning Sequences of Manipulation Primitives for Robotic Assembly","2021","Proceedings - IEEE International Conference on Robotics and Automation","2021-May","","","4086","4092","6","10.1109/ICRA48506.2021.9561029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125480408&doi=10.1109%2fICRA48506.2021.9561029&partnerID=40&md5=2f32ba662f083d6baa4d5d164c41a531"
"Gold T.; Lomakin A.; Goller T.; Volz A.; Graichen K.","Gold, Tobias (57212930438); Lomakin, Alexander (57219442940); Goller, Tim (57220038432); Volz, Andreas (57188844988); Graichen, Knut (8982088500)","57212930438; 57219442940; 57220038432; 57188844988; 8982088500","Towards a Generic Manipulation Framework for Robots based on Model Predictive Interaction Control","2020","2020 IEEE International Conference on Mechatronics and Automation, ICMA 2020","","","9233628","401","406","5","10.1109/ICMA49215.2020.9233628","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096591057&doi=10.1109%2fICMA49215.2020.9233628&partnerID=40&md5=1854fdb145b06ef796f7538d9073b7f1"
"Li Z.; Fritsch J.; Wachsmuth S.; Sagerer G.","Li, Zhe (56075437100); Fritsch, Jannik (56252990800); Wachsmuth, Sven (6506127757); Sagerer, Gerhard (7004644220)","56075437100; 56252990800; 6506127757; 7004644220","An object-oriented approach using a top-down and bottom-up process for manipulative action recognition","2006","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","4174 LNCS","","","212","221","9","10.1007/11861898_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750260463&doi=10.1007%2f11861898_22&partnerID=40&md5=a95e9b72d04dbfe255af6d20144adffc"
"Kondo M.; Ueda J.; Ogasawara T.","Kondo, Masahiro (36844243100); Ueda, Jun (35594285800); Ogasawara, Tsukasa (7201579979)","36844243100; 35594285800; 7201579979","Recognition of in-hand manipulation using contact state transition for multifingered robot hand control","2008","Robotics and Autonomous Systems","56","1","","66","81","15","10.1016/j.robot.2007.09.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41749084871&doi=10.1016%2fj.robot.2007.09.018&partnerID=40&md5=311e8ebfdb8e05b81663f2d199e8d375"
"Thomas U.; Wahl F.M.","Thomas, Ulrike (7004226574); Wahl, Friedrich M. (7006166774)","7004226574; 7006166774","Assembly planning and task planning — Two prerequisites for automated robot programming","2011","Springer Tracts in Advanced Robotics","67","","","333","354","21","10.1007/978-3-642-16785-0_19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030783742&doi=10.1007%2f978-3-642-16785-0_19&partnerID=40&md5=4c7e843e46db195b269e02d6c977da7e"
"Fuentes Olac; Nelson Randal C.","Fuentes, Olac (56240528900); Nelson, Randal C. (55451978200)","56240528900; 55451978200","Learning dextrous manipulation skills using the evolution strategy","1997","Proceedings - IEEE International Conference on Robotics and Automation","1","","","501","506","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030678886&partnerID=40&md5=8e597441229d1e496d91fc1369683670"
"Huang B.; Zhang X.; Yu J.","Huang, Baichuan (57220980972); Zhang, Xujia (58662369400); Yu, Jingjin (55745955900)","57220980972; 58662369400; 55745955900","Toward Optimal Tabletop Rearrangement with Multiple Manipulation Primitives","2024","Proceedings - IEEE International Conference on Robotics and Automation","","","","10860","10866","6","10.1109/ICRA57147.2024.10610565","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202433524&doi=10.1109%2fICRA57147.2024.10610565&partnerID=40&md5=95150d772e3ede561355c55d67513402"
"Li T.; Srinivasan K.; Meng M.Q.-H.; Yuan W.; Bohg J.","Li, Tingguang (57202946136); Srinivasan, Krishnan (57207882134); Meng, Max Qing-Hu (7102739136); Yuan, Wenzhen (56423022900); Bohg, Jeannette (35071071500)","57202946136; 57207882134; 7102739136; 56423022900; 35071071500","Learning Hierarchical Control for Robust In-Hand Manipulation","2020","Proceedings - IEEE International Conference on Robotics and Automation","","","9197343","8855","8862","7","10.1109/ICRA40945.2020.9197343","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092704272&doi=10.1109%2fICRA40945.2020.9197343&partnerID=40&md5=119d3a51fe5a21b028988a443a305b59"
"Braun M.; Wrede S.","Braun, Marco (57219502823); Wrede, Sebastian (6602995929)","57219502823; 6602995929","Grey-Box Learning of Adaptive Manipulation Primitives for Robotic Assembly","2023","Proceedings - IEEE International Conference on Robotics and Automation","2023-May","","","12381","12387","6","10.1109/ICRA48891.2023.10161077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168712732&doi=10.1109%2fICRA48891.2023.10161077&partnerID=40&md5=fa015af370748ff513ab3e1e515163b9"
"Rigo A.; Chen Y.; Gupta S.K.; Nguyen Q.","Rigo, Alberto (57218533856); Chen, Yiyu (57204846581); Gupta, Satyandra K. (7407274179); Nguyen, Quan (56819701500)","57218533856; 57204846581; 7407274179; 56819701500","Contact Optimization for Non-Prehensile Loco-Manipulation via Hierarchical Model Predictive Control","2023","Proceedings - IEEE International Conference on Robotics and Automation","2023-May","","","9945","9951","6","10.1109/ICRA48891.2023.10160507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168690385&doi=10.1109%2fICRA48891.2023.10160507&partnerID=40&md5=e7de8bef6a839636aed08b5623ed979e"
"Liu H.; Ju Z.; Ji X.; Chan C.S.; Khoury M.","Liu, Honghai (54958434200); Ju, Zhaojie (25655056800); Ji, Xiaofei (16245157100); Chan, Chee Seng (57194450557); Khoury, Mehdi (27368053100)","54958434200; 25655056800; 16245157100; 57194450557; 27368053100","Human hand motion analysis with multisensory information","2017","Studies in Computational Intelligence","675","","","171","191","20","10.1007/978-3-662-53692-6_8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019415659&doi=10.1007%2f978-3-662-53692-6_8&partnerID=40&md5=cc66d7c431cfb729cbc451b3fa4ed3c0"
"Garcia-Camacho I.; Longhini A.; Welle M.; Alenyà G.; Kragic D.; Borràs J.","Garcia-Camacho, Irene (57214823516); Longhini, Alberta (57222816249); Welle, Michael (57214826308); Alenyà, Guillem (6508265237); Kragic, Danica (6701873248); Borràs, Júlia (24780683200)","57214823516; 57222816249; 57214826308; 6508265237; 6701873248; 24780683200","Standardization of Cloth Objects and its Relevance in Robotic Manipulation","2024","Proceedings - IEEE International Conference on Robotics and Automation","","","","8298","8304","6","10.1109/ICRA57147.2024.10610630","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199751950&doi=10.1109%2fICRA57147.2024.10610630&partnerID=40&md5=c6a0fb70e714a6f0584bd698a10a751f"
"Lynch Kevin M.","Lynch, Kevin M. (7202687517)","7202687517","The mechanics of fine manipulation by pushing","1992","Proceedings - IEEE International Conference on Robotics and Automation","3","","","2269","2276","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0026976835&partnerID=40&md5=eb95fb722c90c3f20c95cd4ce4b4a355"
"Pook Polly K.; Ballard Dana H.","Pook, Polly K. (6603423832); Ballard, Dana H. (35809594800)","6603423832; 35809594800","Recognizing teleoperated manipulations","1993","Proceedings - IEEE International Conference on Robotics and Automation","2","","","578","585","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0027166617&partnerID=40&md5=d70b3f0463856ea3502ba60537ccf4cf"
"Finkemeyer B.; Kröger T.; Wahl F.M.","Finkemeyer, Bernd (6507062124); Kröger, Torsten (6602856602); Wahl, Friedrich M. (7006166774)","6507062124; 6602856602; 7006166774","The adaptive selection matrix - A key component for sensor-based control of robotic manipulators","2010","Proceedings - IEEE International Conference on Robotics and Automation","","","5509419","3855","3862","7","10.1109/ROBOT.2010.5509419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955807752&doi=10.1109%2fROBOT.2010.5509419&partnerID=40&md5=f2f165fbad5542e10f3eeee0f4e62010"
"Onda H.; Kitagaki K.; Suehiro T.","Onda, Hiromu (7006391806); Kitagaki, Kosei (7003367501); Suehiro, Takashi (7103054254)","7006391806; 7003367501; 7103054254","Manipulation primitive analysis support system of state-based teaching by demonstration in VR - Visualization and simulation of sensory events","2005","Proceedings of the IEEE International Symposium on Assembly and Task Planning","2005","","1511474","206","211","5","10.1109/ISATP.2005.1511474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746640138&doi=10.1109%2fISATP.2005.1511474&partnerID=40&md5=ad32600a550c0c5898a3e7216d885147"
"Teeple C.B.; Kim G.R.; Graule M.A.; Wood R.J.","Teeple, Clark B. (57194080109); Kim, Grace R. (57423880700); Graule, Moritz A. (55631145900); Wood, Robert J. (7404053333)","57194080109; 57423880700; 55631145900; 7404053333","An Active Palm Enhances Dexterity of Soft Robotic in-Hand Manipulation","2021","Proceedings - IEEE International Conference on Robotics and Automation","2021-May","","","11790","11796","6","10.1109/ICRA48506.2021.9562049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124341658&doi=10.1109%2fICRA48506.2021.9562049&partnerID=40&md5=c3124d08e96a28a8da78bb2358123ebb"
"Kroger T.; Finkemeyer B.; Winkelbach S.; Eble L.-O.; Molkenstruck S.; Wahl F.M.","Kroger, Torsten (6602856602); Finkemeyer, Bernd (6507062124); Winkelbach, Simon (15043199100); Eble, Lars-Oliver (25031329400); Molkenstruck, Sven (23969374200); Wahl, Friedrich M. (7006166774)","6602856602; 6507062124; 15043199100; 25031329400; 23969374200; 7006166774","A manipulator plays Jenga","2008","IEEE Robotics and Automation Magazine","15","3","","79","84","5","10.1109/MRA.2008.921547","https://www.scopus.com/inward/record.uri?eid=2-s2.0-52949139815&doi=10.1109%2fMRA.2008.921547&partnerID=40&md5=9788b2a03de62754bb77640c08adc2e1"
"Borràs J.; Alenyà G.; Torras C.","Borràs, Júlia (24780683200); Alenyà, Guillem (6508265237); Torras, Carme (7003421114)","24780683200; 6508265237; 7003421114","A Grasping-Centered Analysis for Cloth Manipulation","2020","IEEE Transactions on Robotics","36","3","9097275","924","936","12","10.1109/TRO.2020.2986921","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087085179&doi=10.1109%2fTRO.2020.2986921&partnerID=40&md5=09f36812c516a53997f7c685190f0a89"
"Spangenberg M.; Henrich D.","Spangenberg, Michael (56730719200); Henrich, Dominik (7003604183)","56730719200; 7003604183","Grounding of actions based on verbalized physical effects and manipulation primitives","2015","IEEE International Conference on Intelligent Robots and Systems","2015-December","","7353470","844","851","7","10.1109/IROS.2015.7353470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958170628&doi=10.1109%2fIROS.2015.7353470&partnerID=40&md5=2c7e37e96ed313779a554b83759df71e"
"Cruciani S.; Smith C.; Kragic D.; Hang K.","Cruciani, Silvia (57190764719); Smith, Christian (23010495200); Kragic, Danica (6701873248); Hang, Kaiyu (36628309100)","57190764719; 23010495200; 6701873248; 36628309100","Dexterous Manipulation Graphs","2018","IEEE International Conference on Intelligent Robots and Systems","","","8594303","2040","2047","7","10.1109/IROS.2018.8594303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062989451&doi=10.1109%2fIROS.2018.8594303&partnerID=40&md5=abc003f0256b190e09f38494aa5e18bc"
"Fuentes Olac; Nelson Randal C.","Fuentes, Olac (56240528900); Nelson, Randal C. (55451978200)","56240528900; 55451978200","Learning dextrous manipulation skills using multisensory information","1996","IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems","","","","342","348","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030405618&partnerID=40&md5=86235ae0b8edded3e93d6c34e6a296af"
"Großekathöfer U.; Barchunova A.; Haschke R.; Hermann T.; Franzius M.; Ritter H.","Großekathöfer, Ulf (36622261400); Barchunova, Alexandra (34976205400); Haschke, Robert (8308080100); Hermann, Thomas (7102726744); Franzius, Mathias (56023880900); Ritter, Helge (55964297500)","36622261400; 34976205400; 8308080100; 7102726744; 56023880900; 55964297500","Learning of object manipulation operations from continuous multimodal input","2011","IEEE-RAS International Conference on Humanoid Robots","","","6100880","507","512","5","10.1109/Humanoids.2011.6100880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856324816&doi=10.1109%2fHumanoids.2011.6100880&partnerID=40&md5=fbff87ae890c95d164d44f2b9efffee4"
"Bertoncelli F.; Ruggiero F.; Sabattini L.","Bertoncelli, Filippo (57212227312); Ruggiero, Fabio (35106028700); Sabattini, Lorenzo (55210391800)","57212227312; 35106028700; 55210391800","Characterization of Grasp Configurations for Multi-Robot Object Pushing","2021","2021 International Symposium on Multi-Robot and Multi-Agent Systems, MRS 2021","","","","38","46","8","10.1109/MRS50823.2021.9620678","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123994430&doi=10.1109%2fMRS50823.2021.9620678&partnerID=40&md5=5407f7bc5eb04404d8df0d0a30f31500"
"Doshi N.; Hogan F.R.; Rodriguez A.","Doshi, Neel (56650772900); Hogan, Francois R. (56436160400); Rodriguez, Alberto (57221838837)","56650772900; 56436160400; 57221838837","Hybrid Differential Dynamic Programming for Planar Manipulation Primitives","2020","Proceedings - IEEE International Conference on Robotics and Automation","","","9197414","6759","6765","6","10.1109/ICRA40945.2020.9197414","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092693367&doi=10.1109%2fICRA40945.2020.9197414&partnerID=40&md5=3fc4d247572b60f756ef4242ef3ca346"
"Ma R.R.; Bircher W.G.; Dollar A.M.","Ma, Raymond R. (54791229500); Bircher, Walter G. (55873432700); Dollar, Aaron M. (8637648600)","54791229500; 55873432700; 8637648600","Modeling and Evaluation of Robust Whole-Hand Caging Manipulation","2019","IEEE Transactions on Robotics","35","3","8626491","549","563","14","10.1109/TRO.2019.2890990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067120136&doi=10.1109%2fTRO.2019.2890990&partnerID=40&md5=b07554b217c669d5557b950e61a2176b"
"Almeida D.; Ataer-Cansizoglu E.; Corcodel R.","Almeida, Diogo (57190120794); Ataer-Cansizoglu, Esra (36717505500); Corcodel, Radu (57197771067)","57190120794; 36717505500; 57197771067","Detection, tracking and 3d modeling of objects with sparse rgb-d slam and interactive perception","2019","IEEE-RAS International Conference on Humanoid Robots","2019-October","","9035001","297","304","7","10.1109/Humanoids43949.2019.9035001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082700044&doi=10.1109%2fHumanoids43949.2019.9035001&partnerID=40&md5=5efd7497d7e58518477b947d007658cc"
"Berscheid L.; Meifbner P.; Kroger T.","Berscheid, Lars (56400982100); Meifbner, Pascal (57118050900); Kroger, Torsten (6602856602)","56400982100; 57118050900; 6602856602","Robot Learning of Shifting Objects for Grasping in Cluttered Environments","2019","IEEE International Conference on Intelligent Robots and Systems","","","8968042","612","618","6","10.1109/IROS40897.2019.8968042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081155762&doi=10.1109%2fIROS40897.2019.8968042&partnerID=40&md5=e3990434f4c845aafd9d6fdb8d217aeb"
"Gold T.; Volz A.; Graichen K.","Gold, Tobias (57212930438); Volz, Andreas (57188844988); Graichen, Knut (8982088500)","57212930438; 57188844988; 8982088500","Model Predictive Interaction Control for Robotic Manipulation Tasks","2023","IEEE Transactions on Robotics","39","1","","76","89","13","10.1109/TRO.2022.3196607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137560329&doi=10.1109%2fTRO.2022.3196607&partnerID=40&md5=5d281c3ecc1b34e743b9b0c13f121fd7"
"Woodruff J.Z.; Lynch K.M.","Woodruff, J. Zachary (57117345000); Lynch, Kevin M. (7202687517)","57117345000; 7202687517","Planning and control for dynamic, nonprehensile, and hybrid manipulation tasks","2017","Proceedings - IEEE International Conference on Robotics and Automation","","","7989467","4066","4073","7","10.1109/ICRA.2017.7989467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028000839&doi=10.1109%2fICRA.2017.7989467&partnerID=40&md5=1c534e65f5a49b55a6557203bce505e4"
"Farooqi M.A.; Omata T.","Farooqi, Mohammad Asim (6701633955); Omata, Toru (7102973193)","6701633955; 7102973193","Online construction of the manipulation model of an unknown object by a robot hand using the regrasping primitives","2000","Advanced Robotics","14","2","","135","151","16","10.1163/156855300741492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346055058&doi=10.1163%2f156855300741492&partnerID=40&md5=b950f67e8a2a69695a8dc4ce456685cf"
"Blanco-Mulero D.; Alcan G.; Abu-Dakka F.J.; Kyrki V.","Blanco-Mulero, David (57225968384); Alcan, Gokhan (57092691600); Abu-Dakka, Fares J. (54882427200); Kyrki, Ville (6603653623)","57225968384; 57092691600; 54882427200; 6603653623","QDP: Learning to Sequentially Optimise Quasi-Static and Dynamic Manipulation Primitives for Robotic Cloth Manipulation","2023","IEEE International Conference on Intelligent Robots and Systems","","","","984","991","7","10.1109/IROS55552.2023.10342002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182525917&doi=10.1109%2fIROS55552.2023.10342002&partnerID=40&md5=9ca95faa7ed84b0ffc425e4833bad7dd"
"Liarokapis M.; Dollar A.M.","Liarokapis, Minas (36802202100); Dollar, Aaron M. (8637648600)","36802202100; 8637648600","Deriving dexterous, in-hand manipulation primitives for adaptive robot hands","2017","IEEE International Conference on Intelligent Robots and Systems","2017-September","","8206014","1951","1958","7","10.1109/IROS.2017.8206014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041954586&doi=10.1109%2fIROS.2017.8206014&partnerID=40&md5=af53e8eb4942c37c7d520c3209cd861a"
